timestamp,sensor_id,sensor_id_encoded,temperature,humidity,temperature_smoothed,humidity_smoothed,temperature_scaled,humidity_scaled,temperature_smoothed_scaled,humidity_smoothed_scaled
2025-02-01 02:00:00,S1,0,24.0,50.0,24.0,50.0,0.0,1.3319885691653275,0.015047912177659663,2.0144110385850054
2025-02-01 08:00:00,S1,0,24.0,50.0,24.0,50.0,0.0,1.3319885691653275,0.015047912177659663,2.0144110385850054
2025-02-01 10:00:00,S1,0,24.0,50.0,23.333333333333332,48.333333333333336,0.0,1.3319885691653275,-0.361149892263874,1.4032426409560603
2025-02-01 13:00:00,S1,0,22.0,45.0,23.333333333333332,45.666666666666664,-0.7372097807744856,0.12108986992412069,-0.361149892263874,0.42537320474974516
2025-02-01 14:00:00,S1,0,24.0,42.0,23.0,45.666666666666664,0.0,-0.6054493496206034,-0.5492487944846398,0.42537320474974516
2025-02-01 15:00:00,S1,0,23.0,50.0,23.0,44.0,-0.3686048903872428,1.3319885691653275,-0.5492487944846398,-0.18579519287919996
2025-02-01 21:00:00,S1,0,22.0,40.0,22.333333333333332,46.666666666666664,-0.7372097807744856,-1.089808829317086,-0.9254465989261735,0.7920742433271127
2025-02-02 01:00:00,S1,0,22.0,50.0,22.0,46.666666666666664,-0.7372097807744856,1.3319885691653275,-1.1135455011469393,0.7920742433271127
2025-02-02 05:00:00,S1,0,22.0,50.0,22.0,46.666666666666664,-0.7372097807744856,1.3319885691653275,-1.1135455011469393,0.7920742433271127
2025-02-02 06:00:00,S1,0,22.0,40.0,22.333333333333332,43.333333333333336,-0.7372097807744856,-1.089808829317086,-0.9254465989261735,-0.43026255193077745
2025-02-02 10:00:00,S1,0,23.0,40.0,22.666666666666668,40.0,-0.3686048903872428,-1.089808829317086,-0.7373476967054057,-1.6525993471886702
2025-02-02 13:00:00,S1,0,23.0,40.0,23.0,43.333333333333336,-0.3686048903872428,-1.089808829317086,-0.5492487944846398,-0.43026255193077745
2025-02-02 16:00:00,S1,0,23.0,50.0,23.0,43.333333333333336,-0.3686048903872428,1.3319885691653275,-0.5492487944846398,-0.43026255193077745
2025-02-02 17:00:00,S1,0,23.0,40.0,22.666666666666668,45.0,-0.3686048903872428,-1.089808829317086,-0.7373476967054057,0.18090584569816762
2025-02-02 18:00:00,S1,0,22.0,45.0,22.666666666666668,41.666666666666664,-0.7372097807744856,0.12108986992412069,-0.7373476967054057,-1.0414309495597251
2025-02-02 22:00:00,S1,0,23.0,40.0,25.0,41.666666666666664,-0.3686048903872428,-1.089808829317086,0.5793446188399591,-1.0414309495597251
2025-02-02 23:00:00,S1,0,30.0,40.0,26.5,40.0,2.211629342323457,-1.089808829317086,1.4257896788334083,-1.6525993471886702
2025-02-01 00:00:00,S2,1,24.0,40.0,24.0,40.0,0.0,-1.089808829317086,0.015047912177659663,-1.6525993471886702
2025-02-01 03:00:00,S2,1,24.0,40.0,24.0,41.666666666666664,0.0,-1.089808829317086,0.015047912177659663,-1.0414309495597251
2025-02-01 06:00:00,S2,1,24.0,45.0,23.333333333333332,43.333333333333336,0.0,0.12108986992412069,-0.361149892263874,-0.43026255193077745
2025-02-01 09:00:00,S2,1,22.0,45.0,23.0,45.0,-0.7372097807744856,0.12108986992412069,-0.5492487944846398,0.18090584569816762
2025-02-01 11:00:00,S2,1,23.0,45.0,25.0,46.666666666666664,-0.3686048903872428,0.12108986992412069,0.5793446188399591,0.7920742433271127
2025-02-01 16:00:00,S2,1,30.0,50.0,25.0,48.333333333333336,2.211629342323457,1.3319885691653275,0.5793446188399591,1.4032426409560603
2025-02-01 17:00:00,S2,1,22.0,50.0,27.333333333333332,47.333333333333336,-0.7372097807744856,1.3319885691653275,1.896036934385324,1.0365416023786929
2025-02-01 19:00:00,S2,1,30.0,42.0,24.666666666666668,45.666666666666664,2.211629342323457,-0.6054493496206034,0.39124571661919333,0.42537320474974516
2025-02-01 22:00:00,S2,1,22.0,45.0,25.333333333333332,45.666666666666664,-0.7372097807744856,0.12108986992412069,0.767443521060725,0.42537320474974516
2025-02-02 04:00:00,S2,1,24.0,50.0,25.333333333333332,48.333333333333336,0.0,1.3319885691653275,0.767443521060725,1.4032426409560603
2025-02-02 07:00:00,S2,1,30.0,50.0,28.0,46.666666666666664,2.211629342323457,1.3319885691653275,2.2722347388268576,0.7920742433271127
2025-02-02 11:00:00,S2,1,30.0,40.0,30.0,46.666666666666664,2.211629342323457,-1.089808829317086,3.4008281521514565,0.7920742433271127
2025-02-02 15:00:00,S2,1,30.0,50.0,27.666666666666668,46.666666666666664,2.211629342323457,1.3319885691653275,2.084135836606092,0.7920742433271127
2025-02-02 19:00:00,S2,1,23.0,50.0,25.0,50.0,-0.3686048903872428,1.3319885691653275,0.5793446188399591,2.0144110385850054
2025-02-02 20:00:00,S2,1,22.0,50.0,23.0,46.666666666666664,-0.7372097807744856,1.3319885691653275,-0.5492487944846398,0.7920742433271127
2025-02-03 01:00:00,S2,1,24.0,40.0,23.0,45.0,0.0,-1.089808829317086,-0.5492487944846398,0.18090584569816762
2025-02-01 01:00:00,S3,2,30.0,42.0,26.5,42.0,2.211629342323457,-0.6054493496206034,1.4257896788334083,-0.9191972700339351
2025-02-01 04:00:00,S3,2,23.0,42.0,25.333333333333332,41.333333333333336,-0.3686048903872428,-0.6054493496206034,0.767443521060725,-1.1636646290855126
2025-02-01 05:00:00,S3,2,23.0,40.0,23.0,42.333333333333336,-0.3686048903872428,-1.089808829317086,-0.5492487944846398,-0.796963590508145
2025-02-01 07:00:00,S3,2,23.0,45.0,23.0,42.333333333333336,-0.3686048903872428,0.12108986992412069,-0.5492487944846398,-0.796963590508145
